2.489499999999999886e+02,2.049037985457424327e+00
2.489689999999999941e+02,2.040300406150244772e+00
2.489900000000000091e+02,2.051904778529701989e+00
2.490029999999999859e+02,2.070085386386808057e+00
2.490149999999999864e+02,2.089608801609713851e+00
2.490219999999999914e+02,2.100334412262275130e+00
2.490300000000000011e+02,2.125448795076188446e+00
2.490360000000000014e+02,2.165082767992050794e+00
2.490459999999999923e+02,2.241392894982825901e+00
2.490550000000000068e+02,2.377240236447546895e+00
2.490610000000000070e+02,2.528161139975457772e+00
2.490660000000000025e+02,2.676408772413509940e+00
2.490749999999999886e+02,3.021896149073270088e+00
2.490790000000000077e+02,3.193163577315533352e+00
2.490819999999999936e+02,3.318046038461011982e+00
2.490850000000000080e+02,3.459972180215586945e+00
2.490970000000000084e+02,3.978766302006679911e+00
2.491100000000000136e+02,4.519896227961075930e+00
2.491119999999999948e+02,4.596019749621695460e+00
2.491140000000000043e+02,4.681039695327643635e+00
2.491150000000000091e+02,4.715915224437347675e+00
2.491160000000000139e+02,4.741922986437685950e+00
2.491169999999999902e+02,4.765499607358980150e+00
2.491179999999999950e+02,4.787000992256429832e+00
2.491200000000000045e+02,4.833263680924685168e+00
2.491229999999999905e+02,4.910545791562589635e+00
2.491320000000000050e+02,5.045966459543676841e+00
2.491450000000000102e+02,5.178776900511032011e+00
2.491539999999999964e+02,5.244555943753021587e+00
2.491659999999999968e+02,5.296569733883782050e+00
2.491680000000000064e+02,5.308655343865090082e+00
2.491779999999999973e+02,5.369420123050892002e+00
2.491870000000000118e+02,5.396221715261342311e+00
2.492009999999999934e+02,5.429503729831737679e+00
2.492009999999999934e+02,5.429503729831737679e+00
2.492050000000000125e+02,5.418362255106545788e+00
2.492119999999999891e+02,5.416071833434941141e+00
2.492160000000000082e+02,5.370538233875429057e+00
2.492340000000000089e+02,5.222277715691126865e+00
2.492359999999999900e+02,5.198770769127444957e+00
2.492450000000000045e+02,5.120060302723752343e+00
2.492560000000000002e+02,5.029310426342060047e+00
2.492709999999999866e+02,4.903226055731291666e+00
2.492789999999999964e+02,4.825842072305999153e+00
2.492829999999999870e+02,4.782174945999964955e+00
2.492920000000000016e+02,4.678445278704729482e+00
2.492920000000000016e+02,4.678445278704729482e+00
2.493050000000000068e+02,4.491657165854179290e+00
2.493129999999999882e+02,4.381367085362375846e+00
2.493259999999999934e+02,4.212488225154127797e+00
2.493309999999999889e+02,4.151709407809175190e+00
2.493429999999999893e+02,4.026790511458434807e+00
2.493700000000000045e+02,3.773322604488328569e+00
2.493770000000000095e+02,3.712892435607736630e+00
2.493849999999999909e+02,3.639595463240568041e+00
2.494149999999999920e+02,3.353317726095801810e+00
2.494180000000000064e+02,3.324403947346740829e+00
2.494430000000000121e+02,3.171737417006443849e+00
2.494699999999999989e+02,3.073888159608321846e+00
2.494790000000000134e+02,3.029505432762197081e+00
2.495709999999999980e+02,2.514946623749464649e+00
2.495829999999999984e+02,2.450522068694614752e+00
2.495869999999999891e+02,2.429029709588693020e+00
2.495989999999999895e+02,2.364381585597837176e+00
2.496059999999999945e+02,2.326504297130116861e+00
2.496160000000000139e+02,2.271509836999320520e+00
2.496179999999999950e+02,2.260418207759248954e+00
2.496210000000000093e+02,2.243716867958404748e+00
2.496239999999999952e+02,2.226942259325466633e+00
2.496339999999999861e+02,2.170594591644414706e+00
2.496464385964912367e+02,2.099947422511359463e+00
2.498679999999999950e+02,1.054153308035851166e+00
2.500380000000000109e+02,4.297437088432028429e-01
2.500689999999999884e+02,4.434261787189760495e-01
2.501100000000000136e+02,4.595950464363136034e-01
2.501310000000000002e+02,4.686362592994129939e-01
2.501719999999999970e+02,4.899288436436544103e-01
2.501920000000000073e+02,5.022296378539772288e-01
2.502030000000000030e+02,5.095059194876858655e-01
2.502230000000000132e+02,5.235684039151073943e-01
2.502719999999999914e+02,5.616525325318556527e-01
2.503360000000000127e+02,6.156242409099915713e-01
2.503669999999999902e+02,6.418939459266784775e-01
2.504000000000000057e+02,6.694191176391841580e-01
